Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 05:54:32,1694577272,0.4,296.906
2023-09-13 05:54:33,1694577273,0.5,297
2023-09-13 05:54:34,1694577274,0.5,297.125
2023-09-13 05:54:35,1694577275,0.3,297.219
2023-09-13 05:54:37,1694577277,0.3,297.328
2023-09-13 05:54:38,1694577278,1.0,297.453
2023-09-13 05:54:39,1694577279,0.0,297.562
2023-09-13 05:54:40,1694577280,0.1,297.656
2023-09-13 05:54:41,1694577281,0.1,297.953
2023-09-13 05:54:42,1694577282,1.9,298.062
2023-09-13 05:54:43,1694577283,1.7,298.203
2023-09-13 05:54:44,1694577284,0.4,298.297
2023-09-13 05:54:45,1694577285,0.5,298.406
2023-09-13 05:54:47,1694577287,3.2,298.859
2023-09-13 05:54:48,1694577288,0.4,299
2023-09-13 05:54:49,1694577289,0.3,299.094
2023-09-13 05:54:50,1694577290,0.2,299.188
2023-09-13 05:54:51,1694577291,0.1,299.281
2023-09-13 05:54:52,1694577292,0.2,299.375
2023-09-13 05:54:53,1694577293,0.5,299.562
2023-09-13 05:54:54,1694577294,16.0,299.688
2023-09-13 05:54:55,1694577295,0.7,299.781
2023-09-13 05:54:56,1694577296,2.3,299.922
2023-09-13 05:54:58,1694577298,0.7,300.062
2023-09-13 05:54:59,1694577299,0.5,300.172
2023-09-13 05:55:00,1694577300,0.2,300.266
2023-09-13 05:55:01,1694577301,0.3,300.406
2023-09-13 05:55:02,1694577302,0.3,300.562
2023-09-13 05:55:03,1694577303,0.1,300.75
2023-09-13 05:55:04,1694577304,0.0,300.953
2023-09-13 05:55:05,1694577305,0.0,301.047
2023-09-13 05:55:06,1694577306,1.3,301.141
2023-09-13 05:55:07,1694577307,0.8,301.234
2023-09-13 05:55:09,1694577309,0.8,301.344
2023-09-13 05:55:10,1694577310,0.7,301.438
2023-09-13 05:55:11,1694577311,0.1,301.531
2023-09-13 05:55:12,1694577312,0.5,301.625
2023-09-13 05:55:13,1694577313,0.2,301.719
2023-09-13 05:55:14,1694577314,0.0,301.812
2023-09-13 05:55:15,1694577315,0.0,301.938
2023-09-13 05:55:16,1694577316,0.0,302.141
2023-09-13 05:55:17,1694577317,1.9,302.25
2023-09-13 05:55:18,1694577318,6.1,302.375
2023-09-13 05:55:20,1694577320,1.1,302.484
2023-09-13 05:55:21,1694577321,0.8,302.578
2023-09-13 05:55:22,1694577322,0.3,302.672
